# Time-averaged data for fix rdf_avg
# TimeStep Number-of-rows
# Row c_rdf[1] c_rdf[2] c_rdf[3] c_rdf[4] c_rdf[5] c_rdf[6] c_rdf[7]
1000 100
67 1.6625 0.892959 2.98307 0.958197 4.50361 0.882484 2.98828
68 1.6875 0.871865 3.13829 0.973722 4.67784 0.911858 3.15062
69 1.7125 0.879702 3.29958 0.970437 4.85665 0.864812 3.30918
70 1.7375 0.921329 3.47347 0.962323 5.0392 0.894731 3.47805
71 1.7625 0.90892 3.64999 0.941468 5.22295 0.88786 3.65048
72 1.7875 0.927477 3.83526 0.940472 5.41176 0.92172 3.8346
73 1.8125 0.970476 4.03458 0.92241 5.60217 0.902311 4.01992
74 1.8375 0.858171 4.21573 0.923831 5.79815 0.91971 4.21406
75 1.8625 0.845386 4.39907 0.908626 5.9962 0.990219 4.42881
76 1.8875 0.92151 4.60432 0.838748 6.18396 0.898478 4.62893
77 1.9125 0.864865 4.80209 0.848075 6.37886 0.948697 4.84587
78 1.9375 0.91632 5.01714 0.822387 6.57283 0.892203 5.05526
79 1.9625 0.906953 5.23552 0.825763 6.77267 0.884069 5.26813
80 1.9875 0.948785 5.46983 0.855302 6.98495 0.979519 5.51003
81 2.0125 0.917066 5.70204 0.876093 7.2079 1.00798 5.76526
82 2.0375 0.939279 5.94582 0.873128 7.43565 1.01992 6.02997
83 2.0625 0.898598 6.1848 0.881291 7.67121 0.964814 6.28656
84 2.0875 0.809958 6.40546 0.87468 7.9107 0.952745 6.54612
85 2.1125 0.899934 6.65654 0.839372 8.14605 0.982264 6.82017
86 2.1375 0.882962 6.90875 0.864039 8.3941 1.06588 7.12463
87 2.1625 0.96969 7.19225 0.913213 8.66243 1.06792 7.43685
88 2.1875 0.937926 7.47284 0.968042 8.95349 1.03924 7.74775
89 2.2125 0.950538 7.76374 0.953052 9.24662 0.988965 8.05041
90 2.2375 0.963251 8.06523 0.914564 9.53431 1.00325 8.36442
91 2.2625 1.00017 8.38531 0.964374 9.84448 1.00036 8.68456
92 2.2875 1.03651 8.72439 0.962283 10.1609 1.07282 9.03552
93 2.3125 1.0936 9.09001 0.963434 10.4846 1.15821 9.42274
94 2.3375 1.07347 9.4567 0.976768 10.8199 1.14932 9.81534
95 2.3625 1.07431 9.83157 0.962051 11.1573 1.14779 10.2159
96 2.3875 1.15247 10.2423 0.985775 11.5104 1.13241 10.6194
97 2.4125 1.21443 10.6842 1.00309 11.8772 1.13652 11.0329
98 2.4375 1.18327 11.1237 0.992238 12.2476 1.1483 11.4595
99 2.4625 1.22293 11.5873 1.01501 12.6343 1.17485 11.9049
100 2.4875 1.1202 12.0206 1.06482 13.0483 1.18447 12.3631
6000 100
1 0.0125 0 0 0 0 0 0
2 0.0375 0 0 0 0 0 0
3 0.0625 0 0 0 0 0 0
4 0.0875 0 0 0 0 0 0
5 0.1125 0 0 0 0 0 0
6 0.1375 0 0 0 0 0 0
7 0.1625 0 0 0 0 0 0
8 0.1875 0 0 0 0 0 0
9 0.2125 0 0 0 0 0 0
10 0.2375 0 0 0 0 0 0
11 0.2625 0 0 0 0 0 0
12 0.2875 0 0 0 0 0 0
13 0.3125 0 0 0 0 0 0
14 0.3375 0 0 0 0 0 0
15 0.3625 0 0 0 0 0 0
16 0.3875 0 0 0 0 0 0
17 0.4125 0 0 0 0 0 0
18 0.4375 0 0 0 0 0 0
19 0.4625 0 0 0 0 0 0
20 0.4875 0 0 0 0 0 0
21 0.5125 0 0 0 0 0 0
22 0.5375 0 0 0 0 0 0
23 0.5625 0 0 0 0 0 0
24 0.5875 0 0 0 0 0 0
25 0.6125 0 0 0 0 0 0
26 0.6375 0 0 0 0 0 0
27 0.6625 0 0 0 0 0 0
28 0.6875 0 0 0 0 0 0
29 0.7125 0 0 0 0 0 0
30 0.7375 0 0 0 0 0 0
31 0.7625 0 0 0 0 0 0
32 0.7875 0 0 0 0 0 0
33 0.8125 0 0 0 0 0 0
34 0.8375 0 0 0 0 0 0
35 0.8625 0 0 0 0 0 0
36 0.8875 0 0 0 0 0 0
37 0.9125 0 0 0 0 0 0
38 0.9375 0 0 0 0 0 0
39 0.9625 0 0 0 0 0 0
40 0.9875 0 0 0 0 0 0
41 1.0125 0 0 0 0 0 0
42 1.0375 0 0 0 0 0 0
43 1.0625 0.0147351 0.00104 0.0255165 0.00181 0.011618 0.00082
44 1.0875 0.366648 0.02815 0.759099 0.05822 0.325939 0.02492
45 1.1125 1.30049 0.12878 2.75649 0.272585 1.23122 0.12019
46 1.1375 1.39192 0.24138 3.03499 0.519335 1.41862 0.23495
47 1.1625 1.2895 0.35033 2.6506 0.74441 1.25731 0.34118
48 1.1875 1.18837 0.4551 2.346 0.95228 1.24497 0.45094
49 1.2125 1.2404 0.56911 2.24561 1.15972 1.18665 0.56001
50 1.2375 1.2028 0.68427 2.27022 1.37817 1.19444 0.67437
51 1.2625 1.2591 0.80974 2.20342 1.59885 1.10767 0.78475
52 1.2875 1.21811 0.93598 1.95964 1.80295 1.09836 0.89858
53 1.3125 1.04838 1.04889 1.80158 1.99796 0.994896 1.00573
54 1.3375 0.919247 1.1517 1.63981 2.18228 1.00338 1.11795
55 1.3625 0.847223 1.25003 1.6777 2.37798 1.06719 1.24181
56 1.3875 0.926557 1.36155 1.49912 2.55932 1.04238 1.36727
57 1.4125 0.982797 1.48414 1.47572 2.74431 1.0871 1.50287
58 1.4375 1.02167 1.61613 1.4092 2.92729 1.12222 1.64785
59 1.4625 0.998559 1.74966 1.364 3.1106 1.11926 1.79752
60 1.4875 0.898843 1.874 1.28139 3.28875 1.11961 1.9524
61 1.5125 0.91685 2.00513 1.22919 3.46543 0.995929 2.09484
62 1.5375 0.917455 2.14072 1.1918 3.64245 0.942694 2.23416
63 1.5625 1.00515 2.29414 1.16172 3.82066 0.950572 2.37925
64 1.5875 0.980022 2.44855 1.15649 4.00379 1.00135 2.53702
65 1.6125 1.01305 2.61323 1.16198 4.19363 0.941012 2.68999
66 1.6375 1.04493 2.7884 0.978419 4.35848 0.903849 2.84151
67 1.6625 1.02236 2.96506 0.947602 4.52305 0.938909 3.00375
68 1.6875 0.855688 3.1174 1.00454 4.70278 0.877763 3.16002
69 1.7125 0.841359 3.27166 0.976841 4.88279 0.903755 3.32572
70 1.7375 0.880213 3.43779 0.900063 5.05351 0.833535 3.48304
71 1.7625 0.870044 3.60676 0.944337 5.23784 0.934768 3.66458
72 1.7875 0.955511 3.79763 0.882144 5.41494 0.918315 3.84802
73 1.8125 0.906986 3.98391 0.907562 5.60227 0.898514 4.03256
74 1.8375 0.849218 4.16317 0.82204 5.77666 0.889675 4.22036
75 1.8625 0.961261 4.37164 0.834048 5.95846 0.834735 4.40139
76 1.8875 0.996084 4.5935 0.851412 6.14904 0.867499 4.59461
77 1.9125 0.964178 4.81398 0.855885 6.34574 0.925389 4.80622
78 1.9375 0.940394 5.03468 0.883608 6.55416 0.844224 5.00435
79 1.9625 0.878961 5.24632 0.805846 6.74917 0.880207 5.21629
80 1.9875 0.930887 5.47621 0.784391 6.94386 0.924125 5.44451
81 2.0125 0.960943 5.71953 0.818663 7.15219 0.839067 5.65697
82 2.0375 1.00351 5.97998 0.8152 7.36483 0.878787 5.88505
83 2.0625 0.983464 6.24153 0.816322 7.58302 0.951729 6.13816
84 2.0875 1.00942 6.51653 0.859615 7.81838 0.979137 6.40491
85 2.1125 0.951368 6.78196 0.901907 8.07128 0.987426 6.6804
86 2.1375 0.969435 7.05887 0.944227 8.34235 0.934846 6.94743
87 2.1625 0.989631 7.3482 0.970049 8.62738 1.00766 7.24203
88 2.1875 1.05886 7.66497 0.970653 8.91922 0.986729 7.53722
89 2.2125 1.09856 8.00117 0.976038 9.21942 1.00792 7.84568
90 2.2375 1.02993 8.32353 0.978081 9.52709 1.06309 8.17842
91 2.2625 1.0022 8.64426 1.01986 9.85511 1.09826 8.52989
92 2.2875 1.04822 8.98717 1.03904 10.1967 1.09871 8.88932
93 2.3125 1.02361 9.32939 1.02322 10.5405 1.18235 9.28461
94 2.3375 1.04806 9.6874 0.998454 10.8833 1.21662 9.7002
95 2.3625 1.05674 10.0561 0.941321 11.2134 1.25669 10.1387
96 2.3875 1.10676 10.4506 0.997907 11.5708 1.12228 10.5386
97 2.4125 1.06943 10.8397 1.00816 11.9395 1.12473 10.9479
98 2.4375 1.05259 11.2307 0.979527 12.3052 1.04236 11.3351
99 2.4625 1.08872 11.6434 0.993465 12.6837 1.10376 11.7535
100 2.4875 1.10508 12.0709 1.00729 13.0753 1.19005 12.2139
7000 100
1 0.0125 0 0 0 0 0 0
2 0.0375 0 0 0 0 0 0
3 0.0625 0 0 0 0 0 0
4 0.0875 0 0 0 0 0 0
5 0.1125 0 0 0 0 0 0
6 0.1375 0 0 0 0 0 0
7 0.1625 0 0 0 0 0 0
8 0.1875 0 0 0 0 0 0
9 0.2125 0 0 0 0 0 0
10 0.2375 0 0 0 0 0 0
11 0.2625 0 0 0 0 0 0
12 0.2875 0 0 0 0 0 0
13 0.3125 0 0 0 0 0 0
14 0.3375 0 0 0 0 0 0
15 0.3625 0 0 0 0 0 0
16 0.3875 0 0 0 0 0 0
17 0.4125 0 0 0 0 0 0
18 0.4375 0 0 0 0 0 0
19 0.4625 0 0 0 0 0 0
20 0.4875 0 0 0 0 0 0
21 0.5125 0 0 0 0 0 0
22 0.5375 0 0 0 0 0 0
23 0.5625 0 0 0 0 0 0
24 0.5875 0 0 0 0 0 0
25 0.6125 0 0 0 0 0 0
26 0.6375 0 0 0 0 0 0
27 0.6625 0 0 0 0 0 0
28 0.6875 0 0 0 0 0 0
29 0.7125 0 0 0 0 0 0
30 0.7375 0 0 0 0 0 0
31 0.7625 0 0 0 0 0 0
32 0.7875 0 0 0 0 0 0
33 0.8125 0 0 0 0 0 0
34 0.8375 0 0 0 0 0 0
35 0.8625 0 0 0 0 0 0
36 0.8875 0 0 0 0 0 0
37 0.9125 0 0 0 0 0 0
38 0.9375 0 0 0 0 0 0
39 0.9625 0 0 0 0 0 0
40 0.9875 0 0 0 0 0 0
41 1.0125 0 0 0 0 0 0
42 1.0375 0 0 0 0 0 0
43 1.0625 0.00779259 0.00055 0.042222 0.002995 0.00665912 0.00047
44 1.0875 0.363943 0.02746 0.706954 0.05553 0.274817 0.02079
45 1.1125 1.07536 0.11067 2.73463 0.268195 1.08428 0.10469
46 1.1375 1.36683 0.22124 3.13886 0.52339 1.22257 0.20359
47 1.1625 1.27624 0.32907 2.73681 0.755785 1.3527 0.31788
48 1.1875 1.24327 0.43868 2.49058 0.976465 1.12043 0.41666
49 1.2125 1.22908 0.55165 2.30439 1.18933 1.04173 0.51241
50 1.2375 1.19142 0.66572 2.23026 1.40394 1.13282 0.62087
51 1.2625 1.17972 0.78328 2.04495 1.60874 1.0587 0.72637
52 1.2875 1.07646 0.89484 1.91101 1.80779 1.24204 0.85509
53 1.3125 1.26175 1.03073 1.65621 1.98706 1.0741 0.97077
54 1.3375 1.21145 1.16622 1.5612 2.16254 1.10657 1.09453
55 1.3625 1.10131 1.29404 1.53325 2.34139 1.14672 1.22762
56 1.3875 0.970093 1.4108 1.44212 2.51583 1.06365 1.35564
57 1.4125 1.09664 1.54759 1.45474 2.69821 1.15107 1.49922
58 1.4375 1.01734 1.67902 1.41748 2.88225 1.03963 1.63353
59 1.4625 1.0717 1.82233 1.26694 3.05252 1.02189 1.77018
60 1.4875 1.14101 1.98017 1.30207 3.23354 1.18431 1.93401
61 1.5125 1.01404 2.1252 1.26544 3.41544 0.983693 2.0747
62 1.5375 0.947836 2.26528 1.20028 3.59372 0.854934 2.20105
63 1.5625 0.95529 2.41109 1.1171 3.76509 0.911459 2.34017
64 1.5875 1.04032 2.575 1.00787 3.92468 0.859622 2.47561
65 1.6125 0.989733 2.73589 1.04186 4.0949 0.772888 2.60125
66 1.6375 0.915302 2.88933 0.962868 4.25712 0.782278 2.73239
67 1.6625 0.954303 3.05423 0.941758 4.42067 0.835145 2.8767
68 1.6875 0.839006 3.2036 0.924205 4.58603 0.996562 3.05412
69 1.7125 0.82756 3.35533 0.950358 4.76116 0.894156 3.21806
70 1.7375 0.836184 3.51315 0.838066 4.92013 0.902837 3.38846
71 1.7625 0.881835 3.68441 0.842485 5.08456 0.903307 3.56389
72 1.7875 0.967275 3.87763 0.946101 5.27451 0.903598 3.74439
73 1.8125 0.952802 4.07332 0.893779 5.459 0.935225 3.93647
74 1.8375 0.944249 4.27264 0.859961 5.64144 0.990438 4.14554
75 1.8625 0.921975 4.47259 0.921655 5.84232 0.95665 4.35301
76 1.8875 0.976778 4.69015 0.878908 6.03906 0.915583 4.55694
77 1.9125 0.960592 4.90981 0.891456 6.24394 0.883538 4.75898
78 1.9375 0.94768 5.13222 0.872776 6.4498 1.06047 5.00786
79 1.9625 0.956915 5.36263 0.868099 6.65988 1.08794 5.26982
80 1.9875 0.942428 5.59537 0.849863 6.87081 1.02835 5.52378
81 2.0125 0.965366 5.83981 0.890456 7.09741 0.983059 5.7727
82 2.0375 0.96178 6.08943 0.869505 7.32422 1.03853 6.04224
83 2.0625 1.02742 6.36267 0.887071 7.56132 0.981246 6.3032
84 2.0875 1.04675 6.64784 0.893307 7.80591 1.01445 6.57957
85 2.1125 1.03886 6.93768 0.938605 8.0691 1.01911 6.8639
86 2.1375 0.990895 7.22072 0.975543 8.34915 0.998527 7.14912
87 2.1625 0.962781 7.5022 0.983322 8.63808 1.09129 7.46817
88 2.1875 1.01267 7.80515 1.01951 8.94461 1.12067 7.80343
89 2.2125 0.942337 8.09354 0.981273 9.24643 1.12754 8.1485
90 2.2375 1.05041 8.42231 0.978605 9.55426 1.12127 8.49945
91 2.2625 1.14638 8.78918 1.01081 9.87937 1.17169 8.87442
92 2.2875 1.08799 9.1451 0.985201 10.2033 1.19183 9.26431
93 2.3125 0.957298 9.46515 0.984624 10.5341 1.23155 9.67605
94 2.3375 0.976715 9.79879 0.939339 10.8566 1.21454 10.0909
95 2.3625 0.981487 10.1413 0.918837 11.1788 1.14318 10.4898
96 2.3875 1.0173 10.5038 0.94723 11.5181 1.02996 10.8569
97 2.4125 1.03571 10.8807 0.990472 11.8803 0.980636 11.2137
98 2.4375 1.00518 11.254 1.00293 12.2547 0.985095 11.5796
99 2.4625 1.03312 11.6457 0.977849 12.6273 0.958944 11.9431
100 2.4875 1.00824 12.0357 0.965778 13.0028 0.928572 12.3023
8000 100
1 0.0125 0 0 0 0 0 0
2 0.0375 0 0 0 0 0 0
3 0.0625 0 0 0 0 0 0
4 0.0875 0 0 0 0 0 0
5 0.1125 0 0 0 0 0 0
6 0.1375 0 0 0 0 0 0
7 0.1625 0 0 0 0 0 0
8 0.1875 0 0 0 0 0 0
9 0.2125 0 0 0 0 0 0
10 0.2375 0 0 0 0 0 0
11 0.2625 0 0 0 0 0 0
12 0.2875 0 0 0 0 0 0
13 0.3125 0 0 0 0 0 0
14 0.3375 0 0 0 0 0 0
15 0.3625 0 0 0 0 0 0
16 0.3875 0 0 0 0 0 0
17 0.4125 0 0 0 0 0 0
18 0.4375 0 0 0 0 0 0
19 0.4625 0 0 0 0 0 0
20 0.4875 0 0 0 0 0 0
21 0.5125 0 0 0 0 0 0
22 0.5375 0 0 0 0 0 0
23 0.5625 0 0 0 0 0 0
24 0.5875 0 0 0 0 0 0
25 0.6125 0 0 0 0 0 0
26 0.6375 0 0 0 0 0 0
27 0.6625 0 0 0 0 0 0
28 0.6875 0 0 0 0 0 0
29 0.7125 0 0 0 0 0 0
30 0.7375 0 0 0 0 0 0
31 0.7625 0 0 0 0 0 0
32 0.7875 0 0 0 0 0 0
33 0.8125 0 0 0 0 0 0
34 0.8375 0 0 0 0 0 0
35 0.8625 0 0 0 0 0 0
36 0.8875 0 0 0 0 0 0
37 0.9125 0 0 0 0 0 0
38 0.9375 0 0 0 0 0 0
39 0.9625 0 0 0 0 0 0
40 0.9875 0 0 0 0 0 0
41 1.0125 0 0 0 0 0 0
42 1.0375 0 0 0 0 0 0
43 1.0625 0.00821764 0.00058 0.0287589 0.00204 0.0133182 0.00094
44 1.0875 0.272112 0.0207 0.756139 0.05823 0.286718 0.02214
45 1.1125 1.27813 0.1196 2.75559 0.272525 1.19904 0.11492
46 1.1375 1.61456 0.25021 3.14765 0.528435 1.20143 0.21211
47 1.1625 1.45544 0.37318 2.73151 0.76038 1.27944 0.32021
48 1.1875 1.51277 0.50655 2.5272 0.984305 1.20039 0.42604
49 1.2125 1.301 0.62613 2.4534 1.21094 1.18404 0.53487
50 1.2375 1.40689 0.76083 2.13387 1.41627 1.14347 0.64435
51 1.2625 1.21896 0.8823 1.95259 1.61182 1.24816 0.76873
52 1.2875 1.09556 0.99584 1.83732 1.8032 1.25429 0.89872
53 1.3125 1.08097 1.11226 1.86431 2.00499 1.24996 1.03334
54 1.3375 1.07876 1.23291 1.64875 2.19032 1.16772 1.16394
55 1.3625 1.13199 1.36429 1.63304 2.3808 1.23391 1.30715
56 1.3875 1.20821 1.50971 1.52656 2.56546 1.15288 1.44591
57 1.4125 1.18218 1.65717 1.4332 2.74513 1.15099 1.58948
58 1.4375 1.02779 1.78995 1.36484 2.92234 1.08367 1.72948
59 1.4625 0.944342 1.91623 1.20879 3.0848 1.08104 1.87404
60 1.4875 0.906144 2.04158 1.16613 3.24692 1.04031 2.01795
61 1.5125 0.823858 2.15941 1.07029 3.40077 0.968311 2.15644
62 1.5375 0.856152 2.28594 1.00174 3.54955 0.925981 2.29329
63 1.5625 0.898618 2.4231 0.981999 3.70019 0.949 2.43814
64 1.5875 0.895165 2.56414 1.00654 3.85958 1.00547 2.59656
65 1.6125 0.864732 2.70471 0.940439 4.01322 0.992563 2.75791
66 1.6375 0.775836 2.83477 0.944558 4.17236 1.02983 2.93055
67 1.6625 0.822587 2.97691 0.957823 4.3387 1.01721 3.10632
68 1.6875 0.825525 3.12388 0.924568 4.50413 0.838669 3.25563
69 1.7125 0.868521 3.28312 0.891449 4.6684 0.819488 3.40588
70 1.7375 0.864477 3.44628 0.893763 4.83794 0.864054 3.56896
71 1.7625 0.863504 3.61398 0.904862 5.01455 0.947692 3.75301
72 1.7875 0.837718 3.78132 0.871211 5.18945 0.903397 3.93347
73 1.8125 0.865259 3.95903 0.834093 5.36163 0.840086 4.10601
74 1.8375 0.903413 4.14973 0.825433 5.53674 0.871057 4.28988
75 1.8625 0.870286 4.33847 0.871532 5.7267 0.898459 4.48473
76 1.8875 0.907098 4.54051 0.847079 5.91632 0.887792 4.68247
77 1.9125 1.00494 4.77031 0.886257 6.12 0.93619 4.89655
78 1.9375 1.08003 5.02378 0.89054 6.33005 0.943249 5.11792
79 1.9625 1.01107 5.26723 0.902521 6.54846 0.936647 5.34345
80 1.9875 1.08055 5.53408 0.963622 6.78763 0.961095 5.5808
81 2.0125 0.973186 5.7805 0.948908 7.0291 0.933772 5.81724
82 2.0375 1.00177 6.0405 0.919899 7.26906 0.894623 6.04943
83 2.0625 1.02441 6.31294 0.917133 7.51419 0.86062 6.27831
84 2.0875 1.08606 6.60882 0.924716 7.76738 0.933694 6.53268
85 2.1125 1.04474 6.9003 0.951301 8.03413 1.03678 6.82194
86 2.1375 1.02678 7.19359 0.976326 8.31441 1.03753 7.1183
87 2.1625 1.05205 7.50117 1.01904 8.61383 1.00133 7.41105
88 2.1875 1.15517 7.84675 0.991424 8.91192 1.02998 7.71918
89 2.2125 1.17443 8.20617 0.984752 9.2148 1.01468 8.02971
90 2.2375 1.15495 8.56766 0.985837 9.52491 1.00578 8.34451
91 2.2625 1.05982 8.90683 1.08498 9.87388 0.983765 8.65934
92 2.2875 1.08117 9.26052 1.08194 10.2296 1.04537 9.00132
93 2.3125 1.10694 9.6306 0.994549 10.5638 1.02546 9.34416
94 2.3375 1.07906 9.9992 0.955447 10.8918 1.03119 9.69641
95 2.3625 1.04262 10.363 1.00813 11.2453 1.00269 10.0463
96 2.3875 1.07904 10.7475 1.0468 11.6202 1.06007 10.4241
97 2.4125 1.15389 11.1674 1.01987 11.9932 1.07839 10.8164
98 2.4375 0.995703 11.5372 1.0515 12.3857 1.02007 11.1953
99 2.4625 1.0279 11.9269 1.04842 12.7852 1.07232 11.6019
100 2.4875 1.04048 12.3294 1.04293 13.1907 1.03554 12.0025
9000 100
1 0.0125 0 0 0 0 0 0
2 0.0375 0 0 0 0 0 0
3 0.0625 0 0 0 0 0 0
4 0.0875 0 0 0 0 0 0
5 0.1125 0 0 0 0 0 0
6 0.1375 0 0 0 0 0 0
7 0.1625 0 0 0 0 0 0
8 0.1875 0 0 0 0 0 0
9 0.2125 0 0 0 0 0 0
10 0.2375 0 0 0 0 0 0
11 0.2625 0 0 0 0 0 0
12 0.2875 0 0 0 0 0 0
13 0.3125 0 0 0 0 0 0
14 0.3375 0 0 0 0 0 0
15 0.3625 0 0 0 0 0 0
16 0.3875 0 0 0 0 0 0
17 0.4125 0 0 0 0 0 0
18 0.4375 0 0 0 0 0 0
19 0.4625 0 0 0 0 0 0
20 0.4875 0 0 0 0 0 0
21 0.5125 0 0 0 0 0 0
22 0.5375 0 0 0 0 0 0
23 0.5625 0 0 0 0 0 0
24 0.5875 0 0 0 0 0 0
25 0.6125 0 0 0 0 0 0
26 0.6375 0 0 0 0 0 0
27 0.6625 0 0 0 0 0 0
28 0.6875 0 0 0 0 0 0
29 0.7125 0 0 0 0 0 0
30 0.7375 0 0 0 0 0 0
31 0.7625 0 0 0 0 0 0
32 0.7875 0 0 0 0 0 0
33 0.8125 0 0 0 0 0 0
34 0.8375 0 0 0 0 0 0
35 0.8625 0 0 0 0 0 0
36 0.8875 0 0 0 0 0 0
37 0.9125 0 0 0 0 0 0
38 0.9375 0 0 0 0 0 0
39 0.9625 0 0 0 0 0 0
40 0.9875 0 0 0 0 0 0
41 1.0125 0 0 0 0 0 0
42 1.0375 0 0 0 0 0 0
43 1.0625 0.0042505 0.0003 0.0304506 0.00216 0.00977616 0.00069
44 1.0875 0.298484 0.02237 0.761051 0.058715 0.282255 0.02156
45 1.1125 1.28433 0.12175 2.73096 0.271095 0.93372 0.09381
46 1.1375 1.51579 0.24437 2.92324 0.50876 1.18734 0.18986
47 1.1625 1.50574 0.37159 2.62458 0.731625 1.25731 0.29609
48 1.1875 1.46297 0.50057 2.55039 0.957605 1.05362 0.38898
49 1.2125 1.41763 0.63087 2.38374 1.17781 1.07894 0.48815
50 1.2375 1.34902 0.76003 2.19461 1.38898 1.17888 0.60102
51 1.2625 1.26181 0.88577 2.10242 1.59954 1.14189 0.71481
52 1.2875 1.21492 1.01168 1.92584 1.80013 1.13445 0.83238
53 1.3125 1.19276 1.14014 1.81757 1.99687 1.12117 0.95313
54 1.3375 1.21225 1.27572 1.70315 2.1883 1.05006 1.07057
55 1.3625 1.06857 1.39974 1.57067 2.37152 1.0777 1.19565
56 1.3875 0.971339 1.51665 1.55488 2.5596 1.27169 1.34871
57 1.4125 1.022 1.64413 1.48952 2.74633 1.09728 1.48558
58 1.4375 1.02175 1.77613 1.34585 2.92108 1.08391 1.62561
59 1.4625 0.980761 1.90728 1.24566 3.08848 1.13279 1.77709
60 1.4875 0.910481 2.03323 1.26762 3.26472 1.21034 1.94452
61 1.5125 0.814559 2.14973 1.21309 3.43909 1.10577 2.10267
62 1.5375 0.906629 2.28372 1.22738 3.6214 1.07389 2.26138
63 1.5625 0.879291 2.41793 1.15439 3.79848 0.969703 2.40939
64 1.5875 0.851435 2.55208 1.10544 3.97352 0.897576 2.55081
65 1.6125 0.926925 2.70276 0.976368 4.13304 0.890015 2.69549
66 1.6375 0.862272 2.84731 0.922537 4.28847 0.911067 2.84822
67 1.6625 0.873456 2.99824 0.879943 4.44128 0.783697 2.98364
68 1.6875 0.849341 3.14945 0.865186 4.59609 0.964039 3.15527
69 1.7125 0.906046 3.31557 0.877203 4.75773 0.940898 3.32778
70 1.7375 0.875233 3.48076 0.849796 4.91892 1.0105 3.5185
71 1.7625 0.819583 3.63993 0.909037 5.09636 0.975291 3.70791
72 1.7875 0.836566 3.80704 0.906526 5.27835 0.908454 3.88938
73 1.8125 0.865648 3.98483 0.916887 5.46761 0.884881 4.07112
74 1.8375 0.82411 4.15879 0.9013 5.65882 0.873094 4.25542
75 1.8625 0.895462 4.35299 0.913925 5.85802 0.920546 4.45506
76 1.8875 0.963758 4.56765 0.874463 6.05377 0.911408 4.65806
77 1.9125 0.971962 4.78991 0.930226 6.26755 0.854807 4.85353
78 1.9375 0.942993 5.01122 0.872712 6.4734 0.796288 5.04041
79 1.9625 0.933657 5.23603 0.894257 6.68981 0.87921 5.25211
80 1.9875 0.91793 5.46272 0.903086 6.91395 0.92538 5.48064
81 2.0125 0.946449 5.70237 0.914269 7.14662 0.892185 5.70655
82 2.0375 0.831241 5.91811 0.950339 7.39451 0.950915 5.95335
83 2.0625 0.931085 6.16573 0.857533 7.62371 1.00234 6.21992
84 2.0875 0.965666 6.42881 0.91522 7.8743 0.963904 6.48252
85 2.1125 1.01674 6.71248 0.935716 8.13667 0.880543 6.72819
86 2.1375 1.03518 7.00817 0.982057 8.4186 0.992015 7.01155
87 2.1625 1.12542 7.3372 1.00447 8.71374 0.965483 7.29382
88 2.1875 1.17168 7.68772 1.0179 9.01979 0.989804 7.58993
89 2.2125 1.10686 8.02646 0.994635 9.32571 1.04072 7.90843
90 2.2375 1.22051 8.40847 0.921971 9.61574 1.11249 8.25663
91 2.2625 1.17997 8.78609 0.910135 9.90847 1.08285 8.60317
92 2.2875 1.05711 9.13191 1.00109 10.2376 1.07958 8.95634
93 2.3125 1.10039 9.4998 0.995636 10.5721 1.09911 9.3238
94 2.3375 1.13568 9.88774 0.983191 10.9097 1.11679 9.70529
95 2.3625 1.21471 10.3116 0.971404 11.2503 1.11999 10.0961
96 2.3875 1.14936 10.7212 1.00332 11.6097 1.13112 10.4992
97 2.4125 1.10326 11.1226 0.998716 11.9749 1.04786 10.8805
98 2.4375 1.05466 11.5144 1.05421 12.3685 1.04424 11.2684
99 2.4625 1.00901 11.8969 1.03038 12.7611 1.03462 11.6606
100 2.4875 1.03735 12.2982 0.988476 13.1454 1.12721 12.0966
10000 100
1 0.0125 0 0 0 0 0 0
2 0.0375 0 0 0 0 0 0
3 0.0625 0 0 0 0 0 0
4 0.0875 0 0 0 0 0 0
5 0.1125 0 0 0 0 0 0
6 0.1375 0 0 0 0 0 0
7 0.1625 0 0 0 0 0 0
8 0.1875 0 0 0 0 0 0
9 0.2125 0 0 0 0 0 0
10 0.2375 0 0 0 0 0 0
11 0.2625 0 0 0 0 0 0
12 0.2875 0 0 0 0 0 0
13 0.3125 0 0 0 0 0 0
14 0.3375 0 0 0 0 0 0
15 0.3625 0 0 0 0 0 0
16 0.3875 0 0 0 0 0 0
17 0.4125 0 0 0 0 0 0
18 0.4375 0 0 0 0 0 0
19 0.4625 0 0 0 0 0 0
20 0.4875 0 0 0 0 0 0
21 0.5125 0 0 0 0 0 0
22 0.5375 0 0 0 0 0 0
23 0.5625 0 0 0 0 0 0
24 0.5875 0 0 0 0 0 0
25 0.6125 0 0 0 0 0 0
26 0.6375 0 0 0 0 0 0
27 0.6625 0 0 0 0 0 0
28 0.6875 0 0 0 0 0 0
29 0.7125 0 0 0 0 0 0
30 0.7375 0 0 0 0 0 0
31 0.7625 0 0 0 0 0 0
32 0.7875 0 0 0 0 0 0
33 0.8125 0 0 0 0 0 0
34 0.8375 0 0 0 0 0 0
35 0.8625 0 0 0 0 0 0
36 0.8875 0 0 0 0 0 0
37 0.9125 0 0 0 0 0 0
38 0.9375 0 0 0 0 0 0
39 0.9625 0 0 0 0 0 0
40 0.9875 0 0 0 0 0 0
41 1.0125 0 0 0 0 0 0
42 1.0375 0 0 0 0 0 0
43 1.0625 0.00127515 9e-05 0.0257984 0.00183 0.0120431 0.00085
